,text,pred_rating
203,"The colonial charm of the hotel and its location overlooking the ocean, which was perfect for watching sunsets. Also, the staff could not have been more friendly and helpful. A bonus was the quality and variety of food served at the buffets.",5
204,The room was a little small and there was a step up to get into the bathroom which could be a bit hazardous in the dead of night.,4
205,"Very comfortable as one expects with a 5* hotel of this stature. Lovely staff, quick & helpful at reception, excellent breakfast! Interesting to meet the gentleman doorman who has 52 years service with the hotel. ",5
206,"Some more sunshine would have been good to try out the pool, but nothing the hotel can control! 
",3
207,I am a repeat customer.  I find this hotel ideal.,5
208,"The beds in the old wing can be a little small, and the bathroom has a window into the room, making light blocking difficult.",3
209,"Beautiful views, friendly waiting staff and great breakfasts. ",5
210,"Noise. Wooden floors and noisy people in the room upstairs meant I was woken at 1.15am on the first night and a party until 2.30am on the second night led to bad nights sleep. The spa was a bit disorganised and deep tissue massage was not deep tissue and not very good. 
Avoid if you want to sleep. I checked out a day early and management response was pretty poor. ",2
211,As hotels around the world slowly become indistinguishable from each other this hotel is unique full of surprises and as helpful and friendly as you can be. I loved it and I'm coming back.,4
212,"Beautiful building, furnishings and setting.",5
213,"The noise of people in the room above (wooden floors).The service from the hotels booking team, who rather than honour their advertised get three nights for two deal which wasn't working on their website, just removed it.",1
214,"The breakfast buffet is incredible. The walk from the room to the restaurant beside the beach is fantastic. Very relaxing atmosphere in the middle of busy city.We stayed here for our honeymoon and the special attention they brought to the presentation of the room was wonderful. Great service !",5
215,"Beautiful colonial style hotel. Great wooden floors and historic fittings and furnishings.
Rooms are comfy with upmarket /old school feel. Pool is excellent with an amazing view of the ocean.
Location is great to get to some of the points of interest in Colombo.
Buffet breakfast has a great selection.
Also shout out to the pool bar staff who got us some buffalo curd and tikal even though it wasn't on the menu. ",4
216,Nothing really. Parts of the hotel exterior need a bit of TLC ,3
217,"This hotel truly lives up to its reputation as the finest hotel east of the suez. We checked in last minute, as an addition to our honeymoon travels and we were so glad we did! Amazing location, decor, staff, facilities and food. Would definitely recommend the Galle Face to anyone travelling in Sri Lanka.",5
218,"The building is fantastic. The hotel has really that classic stylish look.
Rooms are clean.
Breakfast is excellent.",5
219,"There is many staff around, however theyâre not that focused on service and creating that special atmosphere. Eg waiting times for checking in and out are much too long.
The area around the hotel is dramatically changing.
Hotel is slightly overpriced for what you really get. Itâs not that special experience I hoped to get.",3
220,"Staff were very friendly but not overly helpful. Swimming pool was amazing. The pool bar is also great for snacks and drinks almost any time of day. 
The building itself is just gorgeous. The galle face green is right next door and is a great spot to take in a sunset and sea breeze. 
The fort district is only a short walk and there is a shopping mall across the road. ",5
221,"The room wasn't as clean as it could have been. A pair of false eyelashes left in the shower were waiting for us the first time we used it. 
We called reception three times for assistance we never did receive. 
Price gouging when leaving. Don't ask for a taxi they will provide the hotel car for more than double the price of an actual taxi. Take an uber using the hotels Wi-Fi instead. ",3
222,"The whole hotel is an experience from beginning to end. Just walking around this beautiful hotel is like sight seeing in museum.  Their traditions such as the 6 oclock piper from the hotel to the shore, the two weddings we were lucky enough to watch.  All perfect.  Just one little problem.  The door between rooms (locked) did nothing to stop the noise next door.  We could hear teaspoons clinking, conversations, etc.  Luckily for us we had two considerate neighbours.  Not sure how that noise could be reduced.  Guess next time I would definitely ask for a room with no shared door.  However this is a beautiful hotel , on an amazing point of land in Colombo so make sure to go there (and ask for a room without door)",4
223,Only the shared door probem,1
224,"We returned to this fabulous colonial oasis after 36 years and it was more wonderful than before. The hotel is charming and is a reminder of a bygone era.  The staff are very much up to date about the importance of friendly, efficient service and are able to communicate extremely well with travellers from all over the world. A smile goes a long way and there are certainly many of those from the hotel staff.  The restaurants, bar, pool, museum and grounds are top notch and make for a very romantic interlude in a very busy city.  My husband and I highly recommend The Galle Face Hotel.",5
225,Leaving,5
226,"The location, unique
The atmosphere, timeless
The hospitality, formal yet warm and unobtrusive
The seawater swimming pool
And now the spa...",4
227,"Nothing, I am always satisfied with the best",5
228,We were placed in an (upgraded) room above thumping music that kept us awake. 'Just till 11.30pm' we were told when we called reception. Appalling at these prices! We had to demand a change of room in the middle of the night - very inconvenient. Never again!,1
229,Well preserved colonial relic ,1
230,F&B staff at buffet area needs to be more proactive; the young trainees at Reception desk need better training and improve on their customer service attitude ,5
231,"almost everything was perfect. the beach front location. the heritage elegant property. the beautiful artefacts. the gorgeous beach front pool bar. the little private beach. the creative nooks & corners ... overall a dream stay ! would like to mention the team members Sampath at airport, Lalith & Sajid at the long room, manoranjan on floors, dannika at the verandah, Amila the front office supervisor & Malitha at reception & of course Mr Sadique.  So many others I dont have the names. they create awesome experiences for guests !",5
232,"need more lights in the room and also light above the bathroom mirror. 
a lady at front desk called Nasheetha was quite rude & not helpful. ",3
233,"the hotel is the best place I have ever stayed at - the view from the room, the hoppers for breakfast and the sunset on the patio are incomparable - thanks",5
234,"This is a fantastic hotel for a splurge. Yes, there are more affordable hotels in Colombo, but you need a night here to experience all the Dutch colonial charm. The staff were so accommodating, great rooms, amazing food and a wonderful experience.",5
235,This hotel is full of old world charm and the experience was fantastic.  The staff throughout and very helpful and pleasant.  Great location.  Would definitely recommend.,5
236,The room was a bit small.  We had an ocean view room with balcony but the cushions on the outside chairs were filled with rain water and there were no towels to use the outside lounges (though they soon arrived when requested).  The fridge did not work very well.,5
237,"The hotel was in a great location and had a lot of charm,  The staff were great - especially those who welcomed us on our arrival at 3am!",5
238,Just outside the door to our room were all the spare beds/mattresses.  This was not a good look.,4
239,"Beautiful property which is built ON the beach, so you can hear the waves from almost everywhere in the hotel. So it gives you an unmatched resort vibe while still being located in the heart of Colombo city. They have preserved the grand heritage of the hotel very appropriately, we stayed in a 42 Sq.m junior suite with a huge private balcony facing the ocean. It doesnât get better than that.",5
240,"The staff were a little lazy. People didnât offer to help with luggage on both instances which was very surprising to me. The food also was acceptable but not a smack out of the park as one would have expected at a big 5 star in Colombo. Afternoon high tea at the veranda must be the most beautiful tea spot in Colombo. However the tea choices were disgraceful. Air conditioning in the room could have been a little more powerful, I suspect like most hotels they reduced the airflow between 2-5am.",4
241,What can one say about the Galleface Hotel that has not being previously said. This is an exceptional hotel and everything about it oozes five star. It should be on every traveller's itinerary to spend at least a couple of days at this hotel. We will be back.,5
242,Breakfast. ,5
243,"The room was very small and bathroom doors had problem. Not value for money. Had stayed here earlier, was given a better room. Not idle for old people and people on wheel chairs. ",3
244,Great spot great pool and nice bar and restaurant ,5
245,Not really value for the money you pay compared to other places. Concierge service not overly helpful,3
246,Balcony suite was wonderful & breakfasts excellent. Nanna wonderful breakfast manager,5
247,External paintwork was in a poor state especially front of building. Selection of drinks at happy hour in long bar was poor. If you are going to have a happy hour then make it a real happy hour otherwise I would have preferred to see the piping of the flag down at the main bar downstairs. Small front beach contained a lot of plastic litter that should be the responsibility of the pool attendant to clear every day. I picked up a lot but without a bin in sight all I could do was inappropriately give it to the breakfast bar attendant.,2
248,Wonderful old colonial charm to the hotel! Staff was friendly and accommodating and the food was delicious! They even surprised us with champagne in our room for our honeymoon!,5
249,The superior style rooms have very thin walls so you can hear everything in the next room.,4
250,The hotel staff were verry attentive. Great pool. The rooms very comfortable and the daily breakfast second to none. Would definitely recommend this hotel to anyone.,5
251,"Stay at this hotel for a sense of grandeur and history. It feels a little like going back in time, in a good way. We were upgraded to a Junior Suite, which was about the size of a London flat, and very comfortable. Everything was polite and professional.",4
252,No complaints.,5
253,Excellent location. Spacious rooms. We were upgraded to junior suite. Had a seaview and view of pool deck. There is so much history and tradition at this hotel. The small museum is a must visit. There is also tours of the hotel on certain days. ,4
254,Nothing not to like. Staff at the Verandah restaurant were so helpful but we ate at pool restaurant one night and found the staff unhelpful. They need to up their game to match the other areas of the hotel.,3
255,"Great room with a view, we were upgraded and also had a cake waiting in our room as it was my birthday. This was a very kind touch which was much appreciated.good location to have a drink and watch the sunset as well.Beautifully preserved features in the hotel, classic compared to many of the more bland modern hotels nearby.",4
256,"There was an event taking place on the chequerboard/area in front of the bar/restaurant and by the beach the night we stayed. We were not informed of this in advance or when we checked in and you could hear everything through the windows as our room overlooked it. That would have been ok as it finished reasonably early but the crew then started  to dismantle all of the props and metal structures that were in place for it. They woke us around 12.30 with the noise from doing this as they took no care to do this quietly. They continued doing this until after 2.30 am (I donât know when it stopped!) as I eventually fell asleep then (with ear plugs on!). I didnât ring down as I kept thinking that surely the hotel staff would see and hear what was going on. Also, they obviously wanted them to dismantle it that night rather than next morning so I donât think calling down would have made any difference as I doubt it would have been stopped just for us. It seems such an odd thing to do at that time of night in the first instance. If we had been informed in advance of this event, I would have asked for a different room.When we checked out, we werenât asked how everything was but I did bring this up and the manager was called. They were very apologetic and offered an upgrade if we stayed again but couldnât do that as we said we were leaving Colombo. They then gave us 2 bottles of water..It was a shame as it is a lovely hotel but due to being older, there is capacity for a lot of noise through the windows and under doors at night. I would perhaps return if I was in Colombo but not anywhere near the busier parts of the hotel and I do not think it is worth some of the rates that were quoted on booking.com (we got it last minute for cÂ£100 which was ok). We stayed in Paradise Road Tintagel the 2 nights before and found it much more relaxing, calm and very professional staff.",2
257,"Nice colonial propertyRooms were very spacious and well maintained despite its age Lovely sunset view from the terrace and pool Complimentary minibar",4
258,Nothing,5
259,The staff were most helpful and welcoming. The room was very well appointed and the views great. The breakfast sÃ©lection was good. ,5
260,The coffee was not good. ,4
261,"Beautiful colonial hotel; we stayed in a Junior Suite with an ocean view balcony, absolutely magnificent room. We ate in the 1864 restaurant and the meal was faultless. Thoroughly enjoyable 48 hour relax at the end of our holiday - weâll be back one day. ",5
262,Faultless but a word of warning - we were able to book an airport taxi for Â£4K (local currency) less than the hotel service offered - look locally!,5
263,"Beautiful building with fabulous salt water swimming pool and views out to sea.Lovely room with view over the Green. Good breakfast.",4
264,I was asked on way out if I was checking out because I did not come from reception desk. It was not a pleasant ending,4
265,Location was good.,4
266,The staff were not very attentive. Very inconsistent with training as there seemed to be no standard. The staff did not wear their uniform with pride.  I choose the hotel based on its history and location. I expected the staff to be better. Hotel interior needs a good refurb. I would not recommend to others as there are many better close by.,3
267,"The range of restaurants and their beautiful settings. Loved the location on the waterfront. Magnificent pool. The staff were very helpful and attentive. Beautiful colonial building and peaceful atmosphere.",5
268,Nothing.,5
269,"Amazing old property refurbished right on the sea. Hotel has a great history and a museum inside.Great central location. You can spend hours in the coffeeshop looking at the sea!!!
Mine was a short stay so i cannot comment on the food but looked like a huge spread .Excellent staff. Very caring. I fell down outside the hotel and was hurt. Quick medication and manager himself came to see me and called few hours later to ask if i needed anything. Bellboy   smiled in greeting when he came to pick up my bags even   as early as  2.30 am  in the morning.",5
270,There was nothing not to like..,5
271,"We were upgraded, so possibly not the most objective review, but the hotel itself is just beautiful, with the colonial architecture preserved and accentuated. The staff we excellent and the food (we only had breakfast buffet) very good.",5
272,The pool is sea water. It's warm though.,4
273,The hotel has a great atmosphere - really takes you back in time. Also level of service is very high. Great romantic place for a couple,5
274,N/A - we had fantastic time,5
275,"The staff at the reception is very rude and non-professional. But I only had bad experience with one staff. Other staffs at the hotel is very helpful. The hotel is has easy access to supermarket, shopping center and beach. Jewelry store is worth to visit. The breakfast at the hotel is good.",4
276,"Customer service. The hotel is old,  needs renovation.",2
277,"the hotel is amazing and walking in its big rooms and corridors reacalls you all the past of the hotel and its prestige. The room was big, confortable and very clean. The mini frigo was included with a lot of local products that we enjoyed either for the taste and as well for promoting national products. The staff was really carefull and nice altought they had lot of work as the hotel was full of people. The swimming pool was very big and the sun beds very confortable. We did not used the restaurant as we thought it was a bit overpriced if you compare with other options in nearby first class hotels and in any case that night menu was with international food and we prefered a more local option. But still it was very good looking.",4
278,"Is a bit difficult to find something that was not as we expected. Of course the price is a bit high for being in Sri Lanka, but it is still cheap exspecially if you think back to your country where a luxury hotel would cost half of my salary per night. We also used the pick up service at the airport that  was kind and professional but I found out that many agencies provide it 40/45 % cheaper.",3
279,"This hotel is a true gem. A historic hotel with ample charm and character , all brought upto date for a modern stay. Although there are many luxury 5* hotels popping up near Galle Face I couldnât imagine missing the opportunity to stay here.",5
280,The charm casts a spell that smooths over any cracks!,1
281,Gorgeous rooms. The pool by the ocean a lovely place to lounge on a hot day. Old world charm and a great central location. Treat yourself to a night here. ,5
282,Pricey but worth it. ,5
283,"Well located, comfortable,excellent staff,everything worked well from check in to check out,one of the best I have stayed in throughout the world",5
284,Nothing ,5
285,"Visiting the museum within the hotel. The sense of history. The cocktails in the bar. The flag removal ceremony at sunset. The very comfortable bed
The upgrade to deluxe side sea view :) ",4
286,"No bath in bathroom 
The muesli ",4
287,"The Environment, The Location everything is top of the notch.
The staff! They were unbelievably helpful, polite & generous. Everything is beautiful & elegant. ",5
288,"They added extra 30% of tax on everything without mentioning it. Even on Booking.com.
After I guaranteed by credit card (Non-refundable) the hotel & Booking.com said the fare excluded 30% of extra tax.
Even the dinning menu or In room dining everything is charged with 30% extra without mentioning. This is frustrating. ",4
289,"The overall ambience, location of the property, staff courtesy , house keeping is of good quality.The hotel is a very old hotel , has good history and is very well kept. The staff is mix of young and senior employees who are very friendly and happy to assist any time.",4
290,There is nothing i can say i did not like.,4
291,"This hotel is an absolute gem, one of the best in Asia. The look is classy and has kept its old charm but modernised the experience. Amazing staff are accommodating and the view of the sea is fantastic.",5
292,Nothing!!,5
293,"Hotel very old and made of wood so there are a lot of insects. Breakfast is the same everyday (staying there for 5 days). Staff chatting very loudly in corridor, impolite when answering phone call, and purposely avoid opening door. There is no washroom door separating from bedroom so it's very cold when taking shower due to aircon from the other. Soundproof is very low (wall is not made by concrete - tested after knocking). In room dinning options is very limited. To make the matter worse, the food quality is very bad.",2
294,"a perfect hotel which takes you back in time  to the british colonial era.A beach facing hotel , old style building adds class.very helpful staff and comfortable stay,",5
295,na,4
296,"The age, history and beauty of the place are clear. In its time and even today there is a certain opulence you donât get with a modern hotel. The staff are all incredibly friendly and helpful. The room is tastefully appointed and the bathroom had a beautiful hot shower with plenty of space. The bar staff near the pool were exceptionally helpful and kind, also they make fantastic cocktails. Sitting ocean side in the evening while the waves crash against the ocean wall with the warm breeze is magic.",5
297,The room I was in had an ant infestation. I mentioned it to the staff who told me it was an old building. I think the language barrier may have been a problem but I had ants all through my bed. If I put food down for two minutes sure enough the ants would swarm the plate. This made me very uncomfortable the first night but I forgot about it the second and third. Due to the age of the building and wooden floors the wood creaks and groans. The large doors at the ends of the corridors bang loudly and I could hear people talking in rooms far down the corridor or coughing at night. These little things are nothing more than an annoyance but it does lend to the age and beauty of the building.,2
298,"Huge room, great bathroom & shower, and the breakfast/lounge/bar areas looking out onto the sea front are brilliant places to spend time any hour of the day.Particular favourite was bagpipes at the flag raising/lowering",5
299,"Beautiful old hotel with a rich and interesting history which has bee very well refurbished.We loved looking out at the sea and it has a good pool area.",4
300,"The room was pokey ,too small with suitcases and only a place for 1 case. Our room was on the main Galle Face Road so rather noisy though it quietend down in the middle of the night.Please watch out for the local touts who pounced on us as soon as we left the hotel on foot claiming to be a member of staff and wanting to help us cross the road. We were exhausted and did not pick up on cues that we both felt we would have on a normal dayDo not use tuk tuks in Colombo just get the hotel to arrange a taxi.Maybe we just were unlucky but our day was expensive and unpleasant.....Happy to say we have met nothing but kindness since leaving Colombo!!",2
301,The Galle Face is a hotel full of charm and old colonial style with period furnishings but up to date facilities. The staff were all so friendly and polite and we absolutely loved staying there and would love to stay again. Breakfast was probably the best one that we have ever had  - the buffet had everything that you could wish for! At sundown complimentary cocktails were served on the seafront with canapes and a 'Beating the Retreat' ceremony by the Sri Lankan pipes and drums - simply fantastic!,5
302,Nothing!,5
303,"The staff were lovely, particularly the reception staff. Friendly, helpful, warm. The setting is beautiful also, just if they could tidy up around the edges it would be even better again!",4
304,"The hotel may be a heritage hotel, but that doesn't preclude good maintenance and regular updating of fittings! The food at the bar is also very bad, warmed up frozen food. Gym is embarrassingly small for this grade of hotel.",3
305,"Location, clean, good food, no pests, great laundry service",5
306,The bathroom flooded every time the shower was used & everytime we got it dried it was never fully dry,2
307,"Beautiful, old fashion style hotel - like something out of a 1940's movie. Location makes it easy to move around Colombo. Can eat in the hotel at the restaurants close to the beach listening to the waves from the ocean crash into the sand/rocks.",4
308,"Room was tiny and lacked space for a business traveller (even with an upgrade). There was a fruit bowl and chocolates left in my room (nice gesture) but ants had attacked and this resulted in ants roaming around the room on the desk, in-and-out of my laptop. Condensation problems in this hotel means clothes hung in room do not dry, but rather seem to get more damp with moisture, even with air conditioning switched on. Wi-Fi was exceptionally poor in my room. Almost unusable so I just gave up which was frustrating as my stay was for business. Gym is nice but way too small and lacks modern day equipment e.g. only 2 treadmills meaning a wait time which is inconvenient.",2
309,"I always stay here in Columbo. I like the staff, the views of the Indian Ocean, the location and the furnishings, but most of all the beautiful building itself and the sense of colonial history. I also like the pool and pool area on the edge of the ocean and - sometimes- glorious sunsets.",5
310,Nothing that springs to mind.,1
311,"I like the atmosphere, location and the staff's of the sea breaz. 
Front desk staff's too are really good.",4
312,"There were lots of noise near the room, minor staff's were shouting and gossiping near the room. (Cleaning Staff's)
Management issued us a letter saying that certain things are complimentary and on discount, but restaurant staff's are not aware about it. 
Person who came to check the mini bar was really rude, he ask the reason in delay in opening our room door.
Linen were too old, look faded.
",2
313,Such history!  The interiors are incredible.  Location is perfect.,5
314,"Im not a fan of Buffet style eating, otherwise this hotel is amazing.  There is another fancier restaurant though to dine at.  Despite that, I would still stay at this hotel again.",4
315,"Old world charm with modern elegance.  Staff were helpful, friendly and were more than happy to assist you in any way. Emanuel, the concierge, was passionate about the manner in which he approached his job. His assistance was invaluable.",5
316,"The Galle Face was terrific... Its position and history and old world charm. The rooms were massive, I'm sure we were upgraded to a suite - we had the best balcony (and I will miss the resident crow!)",5
317,One badly booked meal (fish) on one occasion at the pool bar.,2
318,The breakfast was very good and the buffet dinner excellent.Not enough choice during lunch.The staff were extremely helpful to arrange all the needs,5
319,"The first room we were given as an upgrade  was not in good decorative order and had a big bathtub in the middle of the room, which means it is not an upgrade in the old wing which needs to be reburshed.",3
320,The colonial style building and central location ,5
321,Our 3 teenage kids arrived into Colombo at midnight. It was 2am before they arrived to the hotel. Although we had already checked them in there was no bedding or towels for the 3rd person. I think a bit more attention to detail is important ,3
322,Location,4
323,"Went with the family. We got overcharged by the hotel. Staff and managers are horrible and they try to trick you once u check in and offer a free upgrade but then u realise that it was not free. Food is really bad. Rooms wr full of insects and ants, but they changed our room. Carpets inside the room are too old and stinky. And all that was fr 300$ per day. Never again.",2
324,The Galle Face Hotel is a colonial heritage masterpiece filled with all manner of colonial charm and ambience.  The 30m salt water pool was wonderful as I like to swim 2kms every day.,5
325,The cost of the driver from airport to hotel was very expensive.  The people that assist with external excursions didn't appear to be all that keen or willing to make much of an effort to provide assistance.,3
326,"Lovely Colonial hotel, great setting overlooking the ocean, a number of nice bars/restaurants in the hotel and friendly staff. Room was spacious and clean.",5
327,"The room was very comfortable for our first night in Sri Lanka. The hotel is beautiful, colonial style, with lots of 'hidden' gems (we stumbled across a museum storing Prince Philip's first car!). Service was excellent both at check in/out and in the seafood restaurant. Food was amazing too, very fresh and reasonably priced. Pool was clean and pool staff friendly/helpful in bringing towels, mats and drinks. Highly recommend if you have a night or two in Colombo.",4
328,Nice outlook,4
329,"The crows that flew around the property and into the restaurant, staff could have made a better effort to reduce their interaction with guest experience.",4
330,The fudge on arrival! Big pool and a lovely choppy sea view.,4
331,"Front desk staff - ignored us when we first arrived and then didnât feel the need to say weâd left sunglasses on the counter when we checked out. We were in a tuktuk before we realised and came back and the glasses were still sat there. Thereâs so many staff in the reception. Also the man managing the pool literally pulled sunbed mats from under people at the mere flicker of rain. They got wet when people swam so a little OTT.",3
332,I read a few reviews saying this place was a bit tired and shabby. That must have been before a makeover because it's stunning now. The spa is the best quality that you would find in London and the rooms are really beautiful. Great food and cocktails and not particularly expensive. The room is significantly more expensive than most places in Colombo but it's definitely worth it. You won't find this kind of old glamour anywhere else.,4
333,"We checked out a lot of Colonial Hotels during our Sri Lankan holiday and this one tops them all. Staff were so friendly and accommodating, my room had a lovely view of the sea, huge bath, the outdoor salt water pool was fabulous, and they even have bagpipes playing to take down the flag at dusk. Donât miss the chance to stay, absolutely a holiday highlight!",5
334,Service tax not included and not really clear until the bill comes. Otherwise no issues at all!,4
335,"The hotel is gorgeous, especially the newly renovated rooms. The second floor has amazing large balconies, great for evening drinks. The restaurants were also very good. All the staff were amazingly helpful and lovely, responding positively for all our requests. will be certainly staying there again on my next visit to Colombo.",5
336,"Room service can be a tiny bit slow sometimes. But if you're one a balcony enjoying the view, it doesn't matter much.",3
337,"As described, the atmosphere and the breath of history is really impressive. The staff, especially at reception really friendly, helpful and very polite, top ð",5
338,"I really cannot say, what I disliked. It is an amazing, huge hotel, where you can breathe history, kind of hotels, I usually like more, then these super modern hotels. Staff, especially at reception was extremely friendly and helpful, sure top class. But leaving the hotel, there was missing this wow effect, wanting to stay another night.",4
339,"Wished we had stayed longer to fully experience what the hotel had to offer. The building itself, and the staff were amazing. Bed SO comfy! Sadly we didn't get to have breakfast :(",5
340,That we weren't there long enough!,5
341,"Location is excelllent, rooms are clean and nice ",5
342,"Staff was impolite, room allocation was horrible, with two infants they made me change 3 rooms before the room that i had booked was alloted, happy hours manger was very rude and bad behaviour.",1
343,"This place is an absolute gem and completely worth the money - it will really make your stay in Colombo very special. From the beautiful rooms, variety of restaurants and gorgeous pool, this was an excellent hotel. I highly recommend it.",5
344,I had my wedding ceremony at the hotel and they went out of their way to make sure that the weather didn't dent our celebrations! excellent customer service and very friendly staff. The oldest/prestigious hotel in Sri Lanka gave the best service which is on par with the industry.,5
345,"If you like the movie Casablanca you will love the famous Galle Face hotel. The staff, service, and food are delightfully elegant in an old world way. The building and grounds are magnificent. We enjoyed the spa which is well run and clean. The food is one half English style and half Indian-Sri Lankan. The outdoor restaurant is sooo pleasant. The room was airy and spacious. Complimentary snacks and fantastic room service. Loved the experience.",5
346,Weâre sorry we had to leave.,5
347,Beautiful colonial style hotel great location... We were there on a Buddhist holiday w/e with wonderful festivities and lights around the city but no alcohol served anywhere when we were dying for a G and T by The Indian Ocean at sunset .. Which is why you stay at Galle Face!,5
348,"The GFH was stunning in every aspect, the food, rooms, pool. There is such a grand old-world feeling to this hotel. We loved everything about our stay.",5
349,Staff were really friendly and helpful. We got a tour booked for Sigiriya and Dambulla and it was really nice organized.,4
350,"This hotel is not worth the money. It is really expensive for what you actually get. The room is not that big, it has just a tiny window facing some houses roofs. It was really humid, all the clothes in the bag got wet due to the humidity and the beds felt like they were wet as well. Tv quality on the room was really poor, double image, pixeled... the shower wasnât great either. Really close to the wall which will make all the water get out of the bathtub while you shower. The room controls (lights) were like 30 year old. Overall experience wasnât great. Considering the amount of money we paid, weâre not happy with the results.",3
351,"We only stayed overnight after flying in to Colombo.The hotel was well kept overall.The staff were friendly and attentive. The room was a good size as was the bathroom. We had a nice view of the bay.The breakfast was substantial.",4
352,The bathroom had a fair few cracks and could've been a bit cleaner.,3
353,View was divine .. room great service excellent .. we loved the buffet and Seaspray restaurant.. we will look forward to coming back soon and wish we could have stayed longer,5
354,"Beautiful traditionsl historic hotel, so much Old Ceylon charm! Great bed pillows. Nice staff.loved the museum and the Travellers bar.",4
355,"The restaurants charge a fortune..we went to the seafood restaurant expecting top seafood, we had a cold shared seafood dish -  but it was tasteless and small quantity, service was poor had to ask several times for the waiter to come over...we were really disapointed.  Bed was also uncomfortable but pillows were great.",2
356,I was only like the location,4
357,"In the name of Gall Face I thought its one of the best place to stay in Sri Lanka, Finally I have realized that I have made the wrong choice. I would not recommend to anyone this hotel anymore and I will never go there again.I was there with my family for a short stay and I was totally disappointed about the food and the services that we were received, I paid about AUD500 Per day, but its not worth what I paid.Specially, there's nothing to eat in the buffet, most of them are empty, also, labels are  incorrect,  there are many issues which I could not wright here. And it's not good for the star hotel like this. hence its effect to the reputation of the hotel and to the Country.Thanks",5
358,"The view was great to enjoy your breakfast on the veranda. The food and service at breakfast was wonderful. Meal in the fine dining restaurant was just perfect. Staff very friendly, informative and helpful.",5
359,"Difficult to get to room on 4 floor, very confusing. Very dark in  bathroom to get ready, no natural light. Room on road side so a little noisy. Air con only effective if on high all night.Hit and miss depending on the room you get i think!",3
360,"Beautiful rooms with view on the sea 
Incredible location and amazing atmosphere 
Got upgraded to an amazing suite ",5
361,"Slow wifi 
Bad reception on the tv ",3
362,"Excellent breakfast, gorgeous views from the terrace. The pool was lovely. Generally the hotel is an oasis of tranquillity to escape noisy Colombo!",4
363,Room had a slight drain smell.,3
364,Amazing location...couldnât ask for anything better. ,5
365,Food variety could be improved. If they donât have enough occupancy they donât serve buffet breakfast or dinner.,3
366,This hotel has the best position in Colombo with a wonderful seawater pool right on the beach.  It has been sympathetically renovated with very comfortable rooms but still retains a nostalgic grandeur.,4
367,"This was our second stay at Galle Face Hotel. It's full of old-world charm, the service is excellent, and the food at 1864 is delicious. The spa is far better than it was two years ago. Overall, a great experience. We'll definitely stay here again.",5
368,"The breakfast could've been better. While some items were very good, others were rather bad. It's a bit of a hit and miss.",2
369,Staff were fantastic helpful and friendly. The breakfast and themed dinner buffet was excellent. The spa was amazing. I would recommend this hotel to others.,5
370,"Location and people Good , Breakfast Excellent and Chef was so co operative to support for Pure Veg Food and Guided us.",4
371,"Carpet very dirty , In Room too much ants .Though they know I am handicapped having walking problem they provided room is south block which far away from lobby and breakfast area",3
372,The location was great and the building beautiful,5
373,"I was told that I would have a sea view but was put in the back by the linen storage cupboard!  Food in the bar was truely terrible - samosas that were cold and rubbery and also a club sandwich made with stale dry bread.   Overall a disappointment. Some style but very little substance.",2
374,"Location is great. Hotel is iconic and well preserved.Nice museum.",4
375,"There is no beach.Very small pool.Crowd invade the dinning area near the pool once food is served. N Edâs to be addressed by management.",3
376,"Always a great place to stay in Colombo had a sea view room , breakfast was very good and as ALWYS the staff super helpful and friendly",4
377,Towels in room a little worn and no complimentary water at the pool as in previous visits,4
378,"This is a beautiful historic hotel that has some amazing features to it. We loved the museum and the restaurant, we also sat out at the seaside bar and had a late coffee, it was a wonderful location. ",4
379,"Amazing location, very nice hotel. The buffet was one of the best Iâve tried with an excellent price and variety. The hotel is well maintained. The staff are friendly, I had a problem with the WiFi and they took care of it in a few mins. Excellent place to stay. I asked them for a cake for a celebration and they had it in the room right on time. I definitely recommend it. ",5
380,"We returned to this hotel to recapture a treasured memory after having our first meal in Colombo there when we honeymooned in Sri Lanka 6 years ago.They kindly gave us a room with a sea view.  It is a grand old hotel and the buffets are to die for. We had breakfast both days. The swimming pool overlooking the ocean is great. The staff were very friendly and accommodating.",4
381,"The rooms are in need of a bit of TLC. Although we love the authentic vintage of this hotel, a little bit of sprucing up in the bedroom and bathroom would make a world of difference. It is expensive to stay here and the cost of food and drinks matches this.  We knew that when we booked so thatâs ok.",3
382,"The food in the restaurant was excellent and there was a good choice. The saltwater pool was large and deep, and warm!",4
383,"The room was not in good condition - it felt tired and some maintenance was needed on the towel rack in the bathroom. The smell from the drains was very noticeable.  More significantly, and what really ruins the hotel, is that the staff attitude to guests was poor, with an air of self-importance which shouldnât be present in such an expensive establishment.  The staff on the pool bar were lax and more interested in chatting with each other than serving. Very disappointing.",2
384,"Loved the property - beds were very comfortable, rooms were clean, staff very friendly and knowledgeable, enjoyed the 'club' room, salt water pool was nice. Would definitely recommend this to others - especially if they like historical things - restoration is beautiful.",5
385,Have no complaints.,5
386,Beautiful building and classic location. The wedding receptions are pageants.,4
387,"Synthetic - or, at least, blends - towels in the bathroom - which did not absorb water - and synthetic serviettes in the restaurant. Resupply of the room was a bit erratic. Food was okay, but not great.",3
388,Great location and really nice staff and wonderful ambience!,5
389,Could have been more chairs in the room. Only one. Or other places to put clothes. Bad towels.,1
